Class,CBO,DIT,LOC
"org.jboss.as.web.common.ConcurrentReferenceHashMap.SimpleEntry",3,1,44
"org.jboss.as.web.common.ConcurrentReferenceHashMap.SoftKeyReference",3,3,16
"org.jboss.as.web.common.ConcurrentReferenceHashMap.SoftValueReference",3,3,15
"org.jboss.as.web.common.ConcurrentReferenceHashMap.ValueIterator",5,2,10
"org.jboss.as.web.common.ConcurrentReferenceHashMap.Values",3,2,17
"org.jboss.as.web.common.ConcurrentReferenceHashMap.WeakKeyReference",3,3,16
"org.jboss.as.web.common.ConcurrentReferenceHashMap.WeakValueReference",3,3,15
"org.jboss.as.web.common.ConcurrentReferenceHashMap.WriteThroughEntry",5,2,25
"org.jboss.as.web.common.ServletContextAttribute",5,1,36
"org.jboss.as.web.common.SharedTldsMetaDataBuilder",4,1,60
"org.jboss.as.web.common.StartupContext",4,1,15
"org.jboss.as.web.common.WarMetaData",31,1,120
"org.jboss.as.web.common.WebApplicationBundleUtils",1,1,25
"org.jboss.as.web.common.WebComponentDescription",8,2,21
"org.jboss.as.web.common.WebInjectionContainer",13,1,48
"org.jboss.as.web.host.ServletBuilder",4,1,57
"org.jboss.as.web.host.WebDeploymentBuilder",6,1,50
"org.jboss.as.web.session.SimpleRoutingSupport",4,1,32
"org.jboss.as.web.session.SimpleSessionIdentifierCodec",4,1,21
"org.jboss.as.webservices.config.DisabledOperationException",3,4,17
"org.jboss.as.webservices.config.ServerConfigFactoryImpl",2,2,11
"org.jboss.as.webservices.config.ServerConfigImpl",12,2,165
"org.jboss.as.webservices.config.ServerConfigImpl.DMRSynchCheckHandler",2,1,18
"org.jboss.as.webservices.config.ServerHostInfo",2,1,32
"org.jboss.as.webservices.config.WebServerInfoFactoryImpl",3,2,5
"org.jboss.as.webservices.config.WebServerInfoImpl",2,1,9
"org.jboss.as.webservices.deployers.AbstractIntegrationProcessorJAXWS",18,1,56
"org.jboss.as.webservices.deployers.AspectDeploymentProcessor",4,1,70
"org.jboss.as.webservices.deployers.ConfigResolver",2,2,92
"org.jboss.as.webservices.deployers.EndpointRecordProcessorDeploymentAspect",0,2,38
"org.jboss.as.webservices.deployers.EndpointServiceDeploymentAspect",2,2,42
"org.jboss.as.webservices.deployers.JBossWebservicesDescriptorDeploymentProcessor",5,1,32
"org.jboss.as.webservices.deployers.TCCLDeploymentProcessor",1,1,28
"org.jboss.as.webservices.deployers.UnifiedServiceRefDeploymentAspect",2,2,19
"org.jboss.as.webservices.deployers.WSClassVerificationProcessor",8,1,96
"org.jboss.as.webservices.deployers.WSComponentInstanceAssociationInterceptor",7,1,22
"org.jboss.as.webservices.deployers.WSDependenciesProcessor",1,1,33
"org.jboss.as.webservices.deployers.WSEndpointConfigMapping",4,1,32
"org.jboss.as.webservices.deployers.WSIntegrationProcessorJAXWS_EJB",17,1,123
"org.jboss.as.webservices.deployers.WSIntegrationProcessorJAXWS_EJB.WebContextAnnotationWrapper",1,1,34
"org.jboss.as.webservices.deployers.WSIntegrationProcessorJAXWS_HANDLER",19,2,92
"org.jboss.as.webservices.deployers.WSIntegrationProcessorJAXWS_JMS",7,1,86
"org.jboss.as.webservices.deployers.WSIntegrationProcessorJAXWS_POJO",20,2,149
"org.jboss.as.webservices.deployers.WSLibraryFilterProcessor",6,1,50
"org.jboss.as.webservices.deployers.WSModelDeploymentProcessor",6,2,27
"org.jboss.as.webservices.deployers.WSServiceDependenciesProcessor",3,1,12
"org.jboss.as.webservices.deployers.WebContextAnnotationInfo",2,1,38
"org.jboss.as.webservices.deployers.WebContextAnnotationInformationFactory",3,2,29
"org.jboss.as.webservices.deployers.WebServiceAnnotationInfo",5,1,42
"org.jboss.as.webservices.deployers.WebServiceAnnotationInformationFactory",3,2,24
"org.jboss.as.webservices.deployers.WebServiceAnnotationProcessor",9,1,34
"org.jboss.as.webservices.deployers.WebServiceContextResourceProcessor",4,1,17
"org.jboss.as.webservices.deployers.WebServiceProviderAnnotationInfo",5,1,32
"org.jboss.as.webservices.deployers.WebServiceProviderAnnotationInformationFactory",3,2,22
"org.jboss.as.webservices.deployers.WebServicesContextJndiSetupProcessor",4,1,17
"org.jboss.as.webservices.deployers.WebservicesDescriptorDeploymentProcessor",5,1,44
"org.jboss.as.webservices.deployers.deployment.AbstractDeploymentModelBuilder",11,1,139
"org.jboss.as.webservices.deployers.deployment.DeploymentAspectsProvider",4,1,47
"org.jboss.as.webservices.deployers.deployment.DeploymentModelBuilderJAXWS_EJB",8,2,27
"org.jboss.as.webservices.deployers.deployment.DeploymentModelBuilderJAXWS_JMS",5,2,26
"org.jboss.as.webservices.deployers.deployment.DeploymentModelBuilderJAXWS_POJO",8,2,29
"org.jboss.as.webservices.deployers.deployment.JandexAnnotationsInfo",2,1,32
"org.jboss.as.webservices.deployers.deployment.WSDeploymentBuilder",9,1,45
"org.jboss.as.webservices.dmr.AddressValidator",1,2,26
"org.jboss.as.webservices.dmr.Attribute",4,n/a,44
"org.jboss.as.webservices.dmr.Attributes.WsdlUriSchema",1,n/a,1
"org.jboss.as.webservices.dmr.ClientConfigAdd",8,2,49
"org.jboss.as.webservices.dmr.Element",5,n/a,58
"org.jboss.as.webservices.dmr.EndpointConfigAdd",8,2,51
"org.jboss.as.webservices.dmr.HandlerAdd",6,2,52
"org.jboss.as.webservices.dmr.HandlerChainAdd",6,2,51
"org.jboss.as.webservices.dmr.ListInjector",4,2,26
"org.jboss.as.webservices.dmr.ModelDeploymentAspect",3,2,47
"org.jboss.as.webservices.dmr.Namespace",3,n/a,46
"org.jboss.as.webservices.dmr.PackageUtils",8,1,36
"org.jboss.as.webservices.dmr.PropertyAdd",5,2,44
"org.jboss.as.webservices.dmr.WSDeploymentActivator",22,1,49
"org.jboss.as.webservices.dmr.WSEndpointMetrics",4,1,112
"org.jboss.as.webservices.dmr.WSExtension",22,1,130
"org.jboss.as.webservices.dmr.WSServerConfigAttributeHandler",6,2,100
"org.jboss.as.webservices.dmr.WSServerConfigAttributeHandler.RollbackInfo",1,1,9
"org.jboss.as.webservices.dmr.WSSubSystem12Reader",4,2,24
"org.jboss.as.webservices.dmr.WSSubSystem20Reader",6,3,51
"org.jboss.as.webservices.dmr.WSSubsystem11Reader",7,1,215
"org.jboss.as.webservices.dmr.WSSubsystemAdd",12,3,88
"org.jboss.as.webservices.dmr.WSSubsystemLegacyReader",5,1,238
"org.jboss.as.webservices.dmr.WSSubsystemRemove",1,3,18
"org.jboss.as.webservices.dmr.WSSubsystemWriter",4,1,100
"org.jboss.as.webservices.injection.InjectionDeploymentAspect",1,2,23
"org.jboss.as.webservices.injection.InjectionDeploymentAspect.InjectionAwareInstanceProvider",3,1,48
"org.jboss.as.webservices.injection.WSComponent",6,2,46
"org.jboss.as.webservices.injection.WSComponentCreateService",5,2,12
"org.jboss.as.webservices.injection.WSComponentCreateServiceFactory",5,1,11
"org.jboss.as.webservices.injection.WSComponentDescription",7,2,21
"org.jboss.as.webservices.injection.WSEndpointHandlersMapping",4,1,32
"org.jboss.as.webservices.injection.WSHandlerChainAnnotationProcessor",8,1,163
"org.jboss.as.webservices.injection.WebServiceContextInjectionSource",5,2,18
"org.jboss.as.webservices.injection.WebServiceContextInjectionSource.WebServiceContextManagedReference",2,1,10
"org.jboss.as.webservices.injection.WebServiceContextInjectionSource.WebServiceContextManagedReferenceFactory",4,1,6
"org.jboss.as.webservices.invocation.AbstractInvocationHandler",9,3,163
"org.jboss.as.webservices.invocation.InvocationHandlerFactoryImpl",1,2,21
"org.jboss.as.webservices.invocation.InvocationHandlerJAXWS",2,4,24
"org.jboss.as.webservices.invocation.NamespaceCtxSelectorWrapper",2,1,25
"org.jboss.as.webservices.invocation.NamespaceCtxSelectorWrapperFactory",1,1,12
"org.jboss.as.webservices.metadata.AbstractMetaDataBuilderEJB",6,1,115
"org.jboss.as.webservices.metadata.AbstractMetaDataBuilderPOJO",8,1,150
"org.jboss.as.webservices.metadata.ContainerMetaDataDeploymentAspect",5,2,28
"org.jboss.as.webservices.metadata.JBossWebservicesPropertyReplaceFactory",1,2,18
"org.jboss.as.webservices.metadata.MetaDataBuilderJAXWS_EJB",6,2,24
"org.jboss.as.webservices.metadata.MetaDataBuilderJAXWS_POJO",4,2,9
"org.jboss.as.webservices.metadata.PublishLocationAdapterImpl",2,1,21
"org.jboss.as.webservices.metadata.WebservicesPropertyReplaceFactory",1,3,18
"org.jboss.as.webservices.metadata.model.AbstractDeployment",12,1,33
"org.jboss.as.webservices.metadata.model.AbstractEndpoint",13,1,23
"org.jboss.as.webservices.metadata.model.EJBEndpoint",17,2,47
"org.jboss.as.webservices.metadata.model.JAXWSDeployment",10,2,4
"org.jboss.as.webservices.metadata.model.POJOEndpoint",9,2,24
"org.jboss.as.webservices.parser.WSDeploymentAspectParser",3,1,296
"org.jboss.as.webservices.publish.EndpointPublisherFactoryImpl",3,1,12
"org.jboss.as.webservices.publish.EndpointPublisherHelper",4,1,33
"org.jboss.as.webservices.publish.EndpointPublisherImpl",16,1,272
"org.jboss.as.webservices.publish.EndpointPublisherImpl.ForceJAXWSInvocationHandlerDeploymentAspect",1,2,10
"org.jboss.as.webservices.publish.WSEndpointDeploymentUnit",6,2,95
"org.jboss.as.webservices.security.EJBMethodSecurityAttributesAdaptor",4,1,33
"org.jboss.as.webservices.security.SecurityAdaptorFactoryImpl",1,2,21
"org.jboss.as.webservices.security.SecurityAdaptorImpl",1,1,45
"org.jboss.as.webservices.security.SecurityDomainContextAdaptor",5,1,74
"org.jboss.as.webservices.service.ConfigService",4,1,60
"org.jboss.as.webservices.service.EndpointDeployService",4,1,50
"org.jboss.as.webservices.service.EndpointPublishService",7,1,75
"org.jboss.as.webservices.service.EndpointService",15,1,190
"org.jboss.as.webservices.service.HandlerChainService",4,1,43
"org.jboss.as.webservices.service.HandlerService",1,1,28
"org.jboss.as.webservices.service.PropertyService",4,1,31
"org.jboss.as.webservices.service.ServerConfigService",6,1,55
"org.jboss.as.webservices.service.XTSClientIntegrationService",4,1,39
"org.jboss.as.webservices.tomcat.AbstractSecurityMetaDataAccessorEJB",5,1,133
"org.jboss.as.webservices.tomcat.SecurityMetaDataAccessorEJB3",5,2,12
"org.jboss.as.webservices.tomcat.ServletDelegateFactoryImpl",1,1,20
"org.jboss.as.webservices.tomcat.WebMetaDataCreatingDeploymentAspect",2,2,15
"org.jboss.as.webservices.tomcat.WebMetaDataCreator",9,1,285
"org.jboss.as.webservices.tomcat.WebMetaDataModifier",4,1,83
"org.jboss.as.webservices.tomcat.WebMetaDataModifyingDeploymentAspect",2,2,13
"org.jboss.as.webservices.util.ASHelper",51,1,317
"org.jboss.as.webservices.util.DotNames",8,1,24
"org.jboss.as.webservices.util.EndpointRegistryFactory",1,2,22
"org.jboss.as.webservices.util.ModuleClassLoaderProvider",2,2,33
"org.jboss.as.webservices.util.ServiceContainerEndpointRegistry",3,1,64
"org.jboss.as.webservices.util.VirtualFileAdaptor",4,1,64
"org.jboss.as.webservices.util.WSAttachmentKeys",24,1,23
"org.jboss.as.webservices.util.WSServices",18,1,21
"org.jboss.as.webservices.util.WebAppController",5,1,94
"org.jboss.as.webservices.util.WebMetaDataHelper",4,1,287
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier",8,1,84
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.ImplementationHasFinalize",4,2,6
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.MethodVerificationFailure",5,2,6
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.VerificationFailure",3,1,3
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.WebMethodIsNotPublic",4,3,9
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.WebMethodIsStaticOrFinal",4,3,9
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.WebServiceMethodNotAccessible",3,3,11
"org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.WebServiceMethodNotFound",3,3,9
"org.jboss.as.webservices.webserviceref.WSRefAnnotationProcessor",22,1,135
"org.jboss.as.webservices.webserviceref.WSRefAnnotationWrapper",3,1,43
"org.jboss.as.webservices.webserviceref.WSRefDDProcessor",15,2,80
"org.jboss.as.webservices.webserviceref.WSRefRegistry",5,1,27
"org.jboss.as.webservices.webserviceref.WSRefUtils",4,1,239
"org.jboss.as.webservices.webserviceref.WebServiceManagedReferenceFactory",5,1,29
"org.jboss.as.webservices.webserviceref.WebServiceReferences",9,1,77
"org.jboss.as.weld.AbstractWeldJBossAllParser",2,1,12
"org.jboss.as.weld.CdiAnnotations",5,n/a,136
"org.jboss.as.weld.CdiAnnotations.Constants",1,1,37
"org.jboss.as.weld.CdiValidatorFactoryService",6,1,68
"org.jboss.as.weld.WeldBootstrapService",20,1,177
"org.jboss.as.weld.WeldExtension",8,1,65
"org.jboss.as.weld.WeldJBossAll10Parser",4,2,19
"org.jboss.as.weld.WeldJBossAll11Parser",4,2,20
"org.jboss.as.weld.WeldJBossAllConfiguration",4,1,27
"org.jboss.as.weld.WeldModuleResourceLoader",2,1,75
"org.jboss.as.weld.WeldProvider",4,1,27
"org.jboss.as.weld.WeldProvider.CdiImpl",3,3,29
"org.jboss.as.weld.WeldResourceDefinition",7,3,38
"org.jboss.as.weld.WeldStartService",10,1,92
"org.jboss.as.weld.WeldSubsystem10Parser",1,1,14
"org.jboss.as.weld.WeldSubsystem20Parser",2,2,16
"org.jboss.as.weld.WeldSubsystem30Parser",2,2,16
"org.jboss.as.weld.WeldSubsystemAdd",23,3,60
"org.jboss.as.weld.arquillian.WeldContextSetup",3,1,91
"org.jboss.as.weld.arquillian.WeldContextSetup.ContextMapThreadLocal",1,2,6
"org.jboss.as.weld.deployment.BeanDeploymentArchiveImpl",16,1,181
"org.jboss.as.weld.deployment.BeanDeploymentArchiveImpl.BeanArchiveType",5,n/a,3
"org.jboss.as.weld.deployment.BeanDeploymentModule",7,1,72
"org.jboss.as.weld.deployment.CdiAnnotationMarker",3,1,30
"org.jboss.as.weld.deployment.CdiAnnotationProcessor",3,1,19
"org.jboss.as.weld.deployment.ExplicitBeanArchiveMetadata",4,1,56
"org.jboss.as.weld.deployment.ExplicitBeanArchiveMetadataContainer",5,1,19
"org.jboss.as.weld.deployment.PropertyReplacingBeansXmlHandler",2,3,32
"org.jboss.as.weld.deployment.PropertyReplacingBeansXmlParser",4,2,16
"org.jboss.as.weld.deployment.UrlScanner",2,1,113
"org.jboss.as.weld.deployment.WeldAttachments",11,1,30
"org.jboss.as.weld.deployment.WeldClassIntrospector",8,1,83
"org.jboss.as.weld.deployment.WeldClassIntrospector.WeldManagedReference",2,1,22
"org.jboss.as.weld.deployment.WeldDeployment",13,1,164
"org.jboss.as.weld.deployment.WeldEEModuleDescriptor",3,2,32
"org.jboss.as.weld.deployment.WeldPortableExtensions",6,1,46
"org.jboss.as.weld.deployment.processors.BeanArchiveProcessor",15,1,66
"org.jboss.as.weld.deployment.processors.BeanArchiveProcessor.Components",7,1,34
"org.jboss.as.weld.deployment.processors.BeanArchiveProcessor.ResourceRootHandler",16,1,125
"org.jboss.as.weld.deployment.processors.BeanDefiningAnnotationProcessor",5,1,44
"org.jboss.as.weld.deployment.processors.BeansXmlProcessor",9,1,87
"org.jboss.as.weld.deployment.processors.CdiBeanValidationFactoryProcessor",5,1,28
"org.jboss.as.weld.deployment.processors.DevelopmentModeProcessor",9,1,71
"org.jboss.as.weld.deployment.processors.ExternalBeanArchiveProcessor",16,1,151
"org.jboss.as.weld.deployment.processors.ServiceReferenceObjectFactory",4,1,65
"org.jboss.as.weld.deployment.processors.ServiceReferenceObjectFactory.ServiceNameRefAdr",1,2,11
"org.jboss.as.weld.deployment.processors.WebIntegrationProcessor",13,1,130
"org.jboss.as.weld.deployment.processors.WeldBeanManagerServiceProcessor",19,1,66
"org.jboss.as.weld.deployment.processors.WeldBeanManagerServiceProcessor.BeanManagerManagedReferenceFactory",4,1,15
"org.jboss.as.weld.deployment.processors.WeldComponentIntegrationProcessor",39,1,139
"org.jboss.as.weld.deployment.processors.WeldComponentIntegrationProcessor.AbstractInjectionTargetDelegatingInterceptor",3,1,14
"org.jboss.as.weld.deployment.processors.WeldConfiguration",5,1,32
"org.jboss.as.weld.deployment.processors.WeldConfigurationProcessor",3,1,45
"org.jboss.as.weld.deployment.processors.WeldDependencyProcessor",2,1,55
"org.jboss.as.weld.deployment.processors.WeldDeploymentProcessor",40,1,218
"org.jboss.as.weld.deployment.processors.WeldImplicitDeploymentProcessor",12,1,61
"org.jboss.as.weld.deployment.processors.WeldPortableExtensionProcessor",4,1,87
"org.jboss.as.weld.discovery.AnnotationType",10,1,49
"org.jboss.as.weld.discovery.WeldAnnotationDiscovery",5,1,82
"org.jboss.as.weld.discovery.WeldAnnotationDiscovery.LoadAnnotatedAnnotations",3,2,16
"org.jboss.as.weld.discovery.WeldClassFileInfo",3,1,228
"org.jboss.as.weld.discovery.WeldClassFileServices",5,1,37
"org.jboss.as.weld.discovery.WeldClassFileServices.AnnotationClassAnnotationLoader",2,2,22
"org.jboss.as.weld.ejb.BusinessInterfaceDescriptorImpl",3,1,17
"org.jboss.as.weld.ejb.DelegatingInterceptorInvocationContext",1,1,58
"org.jboss.as.weld.ejb.EjbDescriptorImpl",15,1,161
"org.jboss.as.weld.ejb.EjbRequestScopeActivationInterceptor",2,2,51
"org.jboss.as.weld.ejb.EjbRequestScopeActivationInterceptor.Factory",2,1,10
"org.jboss.as.weld.ejb.Jsr299BindingsCreateInterceptor",5,1,61
"org.jboss.as.weld.ejb.Jsr299BindingsInterceptor",5,1,75
"org.jboss.as.weld.ejb.SerializedStatefulSessionObject",1,1,26
"org.jboss.as.weld.ejb.SessionObjectReferenceImpl",6,1,55
"org.jboss.as.weld.ejb.StatefulSessionObjectReferenceImpl",10,1,81
"org.jboss.as.weld.ejb.WeldInterceptorBindingsService",3,1,58
"org.jboss.as.weld.ejb.WeldInterceptorInstances",2,1,18
"org.jboss.as.weld.injection.InjectionTargets",3,1,53
"org.jboss.as.weld.injection.SecurityActions",1,1,17
"org.jboss.as.weld.injection.WeldComponentService",10,1,92
"org.jboss.as.weld.injection.WeldConstructionStartInterceptor",4,1,40
"org.jboss.as.weld.injection.WeldInjectionContext",7,1,49
"org.jboss.as.weld.injection.WeldInjectionContextInterceptor",3,1,16
"org.jboss.as.weld.injection.WeldInjectionInterceptor",5,1,20
"org.jboss.as.weld.injection.WeldInterceptorInjectionInterceptor",4,1,25
"org.jboss.as.weld.injection.WeldManagedReferenceFactory",5,1,23
"org.jboss.as.weld.injection.WeldManagedReferenceFactory.WeldManagedReference",2,1,16
"org.jboss.as.weld.services.BeanManagerService",3,1,33
"org.jboss.as.weld.services.ModuleGroupSingletonProvider",5,2,27
"org.jboss.as.weld.services.ModuleGroupSingletonProvider.TCCLSingleton",3,1,81
"org.jboss.as.weld.services.TCCLSingletonService",3,1,21
"org.jboss.as.weld.services.bootstrap.AbstractResourceInjectionServices",11,1,99
"org.jboss.as.weld.services.bootstrap.ComponentViewToResourceReferenceFactoryAdapter",5,1,22
"org.jboss.as.weld.services.bootstrap.JTSSynchronizationWrapper",2,1,26
"org.jboss.as.weld.services.bootstrap.ManagedReferenceFactoryToResourceReferenceFactoryAdapter",6,1,18
"org.jboss.as.weld.services.bootstrap.ManagedReferenceToResourceReferenceAdapter",4,1,21
"org.jboss.as.weld.services.bootstrap.ProxyServicesImpl",5,1,99
